('hwm', 'jms', 11):('ttr', 'vgr', 17):10
('ndd', 'wqs', 20):('vcs', 'z30', 21):13
('ndd', 'wqs', 20):('fbv', 'z03', 21):19
('ndd', 'wqs', 20):('jgc', 'pnd', 21):19
('ndd', 'wqs', 20):('fbv', 'z12', 21):19
('ndd', 'wqs', 20):('vbc', 'vcs', 21):13
('ndd', 'wqs', 20):('nfj', 'smr', 21):19
('ndd', 'wqs', 20):('rgt', 'smr', 21):19
('ndd', 'wqs', 20):('rgt', 'z14', 21):19
('ndd', 'wqs', 20):('qsg', 'ttr', 21):15
('ndd', 'wqs', 20):('vcs', 'z29', 21):13
('ndd', 'wqs', 20):('nfj', 'z14', 21):19
('ndd', 'wqs', 20):('ftc', 'rgt', 21):19
('ndd', 'wqs', 20):('drk', 'tdc', 21):19
('ndd', 'wqs', 20):('rgt', 'z10', 21):19
('ndd', 'wqs', 20):('pkj', 'tqq', 21):19
('ndd', 'wqs', 20):('jgc', 'qsg', 21):18
('ndd', 'wqs', 20):('drk', 'z09', 21):19
('ndd', 'wqs', 20):('rvc', 'ttr', 21):14
('ndd', 'wqs', 20):('nfj', 'z10', 21):19
('ndd', 'wqs', 20):('nfj', 'rsq', 21):19
('ndd', 'wqs', 20):('fbv', 'rvc', 21):14
('ndd', 'wqs', 20):('ttr', 'z14', 21):19
('ndd', 'wqs', 20):('rgt', 'rsq', 21):19
('ndd', 'wqs', 20):('jgc', 'z03', 21):19
('ndd', 'wqs', 20):('dtj', 'z18', 21):12
('ndd', 'wqs', 20):('fbv', 'z14', 21):19
('hwf', 'z09', 20):('jfp', 'nfj', 20):19
('hwf', 'z09', 20):('grd', 'rgt', 20):18
('hwf', 'z09', 20):('hwh', 'jgc', 20):18
('hwf', 'z09', 20):('ttr', 'z15', 20):18
('hwf', 'z09', 20):('gvw', 'qjb', 20):19
('hwf', 'z09', 20):('fbv', 'grd', 20):18
('hwf', 'z09', 20):('nfj', 'vgr', 20):19
('hwf', 'z09', 20):('bqv', 'nfj', 20):19
('hwf', 'z09', 20):('hwh', 'nfj', 20):18
('hwf', 'z09', 20):('rgt', 'tdc', 20):18
('hwf', 'z09', 20):('nfj', 'nqr', 20):19
('hwf', 'z09', 20):('jfp', 'jgc', 20):19
('hwf', 'z09', 20):('fbv', 'z15', 20):18
('hwf', 'z09', 20):('bqv', 'jgc', 20):19
('hwf', 'z09', 20):('grd', 'ttr', 20):18
('hwf', 'z09', 20):('jgc', 'vgr', 20):19
('hwf', 'z09', 20):('tqq', 'z15', 21):19
('hwf', 'z09', 20):('rgt', 'tpv', 21):19
('hwf', 'z09', 20):('nfj', 'tpv', 21):19
('hwf', 'z09', 20):('nfj', 'pnd', 21):18
('hwf', 'z09', 20):('tqq', 'z16', 21):19
('hwf', 'z09', 20):('drk', 'z15', 21):19
('hwf', 'z09', 20):('vcs', 'z31', 21):13
('hwf', 'z09', 20):('jgc', 'rvc', 21):18
('hwf', 'z09', 20):('jgc', 'z06', 21):19
('hwf', 'z09', 20):('vcs', 'z32', 21):13
('hwf', 'z09', 20):('ttr', 'z10', 21):19
('hwf', 'z09', 20):('fhh', 'nfj', 21):19
('hwf', 'z09', 20):('jgc', 'z12', 21):19
('hwf', 'z09', 20):('nfj', 'z03', 21):19
('hwf', 'z09', 20):('vcs', 'z22', 21):12
('hwf', 'z09', 20):('vcs', 'z34', 21):13
('hwf', 'z09', 20):('rgt', 'z03', 21):19
('hwf', 'z09', 20):('mmr', 'vcs', 21):13
('hwf', 'z09', 20):('drk', 'grd', 21):19
('hwf', 'z09', 20):('jdr', 'jgc', 21):19
('hwf', 'z09', 20):('fbv', 'z10', 21):19
('hwf', 'z09', 20):('ftc', 'nfj', 21):19
('hwf', 'z09', 20):('ftc', 'ttr', 21):19
('hwf', 'z09', 20):('qsg', 'rgt', 21):15
('hwf', 'z09', 20):('fhh', 'rgt', 21):19
('hwf', 'z09', 20):('dtj', 'ppf', 21):12
('hwf', 'z09', 20):('rgt', 'rvc', 21):14
('hwf', 'z09', 20):('dtd', 'vcs', 21):13
('hwf', 'z09', 20):('jdr', 'nfj', 21):19
('hwf', 'z09', 20):('fbv', 'jdr', 21):19
('hwf', 'z09', 20):('nfj', 'rvc', 21):18
('hwf', 'z09', 20):('nfj', 'qsg', 21):18
('hwf', 'z09', 20):('nfj', 'z06', 21):19
('hwf', 'z09', 20):('rgt', 'z06', 21):19
('hwf', 'z09', 20):('jgc', 'z10', 21):19
('hwf', 'z09', 20):('rkd', 'vcs', 21):14
('hwf', 'z09', 20):('vcs', 'vqh', 21):15
('hwf', 'z09', 20):('jgc', 'z14', 21):19
('hwf', 'z09', 20):('jdr', 'ttr', 21):19
('hwf', 'z09', 20):('snh', 'vcs', 21):12
('hwf', 'z09', 20):('ttr', 'z06', 21):19
('hwf', 'z09', 20):('ftc', 'jgc', 21):19
('hwf', 'z09', 20):('nfj', 'z12', 21):19
('hwf', 'z09', 20):('rgt', 'z12', 21):19
('hwf', 'z09', 20):('fbv', 'ftc', 21):19
('hwf', 'z09', 20):('fbv', 'qsg', 21):15
('hwf', 'z09', 20):('ttr', 'z12', 21):19
('hwf', 'z09', 20):('ttr', 'z03', 21):19
('hwf', 'z09', 20):('fbv', 'z06', 21):19
('hwf', 'z09', 20):('qgm', 'vcs', 21):13
('hwf', 'z09', 20):('jdr', 'rgt', 21):19
('hwf', 'z09', 20):('vcs', 'z30', 21):13
('hwf', 'z09', 20):('fbv', 'z03', 21):19
('hwf', 'z09', 20):('jgc', 'pnd', 21):18
('hwf', 'z09', 20):('fbv', 'z12', 21):19
('hwf', 'z09', 20):('vbc', 'vcs', 21):13
('hwf', 'z09', 20):('nfj', 'smr', 21):19
('hwf', 'z09', 20):('rgt', 'smr', 21):19
('hwf', 'z09', 20):('hwh', 'tqq', 21):19
('hwf', 'z09', 20):('rgt', 'z14', 21):19
('hwf', 'z09', 20):('qsg', 'ttr', 21):15
('hwf', 'z09', 20):('vcs', 'z29', 21):13
('hwf', 'z09', 20):('nfj', 'z14', 21):19
('hwf', 'z09', 20):('ftc', 'rgt', 21):19
('hwf', 'z09', 20):('drk', 'tdc', 21):19
('hwf', 'z09', 20):('rgt', 'z10', 21):19
('hwf', 'z09', 20):('pkj', 'tqq', 21):19
('hwf', 'z09', 20):('jgc', 'qsg', 21):18
('hwf', 'z09', 20):('rvc', 'ttr', 21):14
('hwf', 'z09', 20):('nfj', 'z10', 21):19
('hwf', 'z09', 20):('nfj', 'rsq', 21):19
('hwf', 'z09', 20):('fbv', 'rvc', 21):14
('hwf', 'z09', 20):('ttr', 'z14', 21):19
('hwf', 'z09', 20):('rgt', 'rsq', 21):19
('hwf', 'z09', 20):('ndd', 'vcs', 21):13
('hwf', 'z09', 20):('jgc', 'z03', 21):19
('hwf', 'z09', 20):('dtj', 'z18', 21):12
('hwf', 'z09', 20):('fbv', 'z14', 21):19
('mjm', 'nqr', 20):('jfp', 'nfj', 20):19
('mjm', 'nqr', 20):('grd', 'rgt', 20):18
('mjm', 'nqr', 20):('hwh', 'jgc', 20):18
('mjm', 'nqr', 20):('ttr', 'z15', 20):18
('mjm', 'nqr', 20):('fbv', 'grd', 20):18
('mjm', 'nqr', 20):('nfj', 'vgr', 20):18
('mjm', 'nqr', 20):('bqv', 'nfj', 20):19
('mjm', 'nqr', 20):('hwh', 'nfj', 20):18
('mjm', 'nqr', 20):('rgt', 'tdc', 20):18
('mjm', 'nqr', 20):('jfp', 'jgc', 20):19
('mjm', 'nqr', 20):('fbv', 'z15', 20):18
('mjm', 'nqr', 20):('bqv', 'jgc', 20):19
('mjm', 'nqr', 20):('rgt', 'z09', 20):18
('mjm', 'nqr', 20):('grd', 'ttr', 20):18
('mjm', 'nqr', 20):('jgc', 'vgr', 20):18
('mjm', 'nqr', 20):('nfj', 'z09', 20):18
('mjm', 'nqr', 20):('tqq', 'z15', 21):19
('mjm', 'nqr', 20):('rgt', 'tpv', 21):19
('mjm', 'nqr', 20):('tqq', 'vgr', 21):19
('mjm', 'nqr', 20):('nfj', 'tpv', 21):19
('mjm', 'nqr', 20):('nfj', 'pnd', 21):19
('mjm', 'nqr', 20):('tqq', 'z16', 21):19
('mjm', 'nqr', 20):('drk', 'z15', 21):19
('mjm', 'nqr', 20):('vcs', 'z31', 21):13
('mjm', 'nqr', 20):('jgc', 'rvc', 21):18
('mjm', 'nqr', 20):('jgc', 'z06', 21):19
('mjm', 'nqr', 20):('vcs', 'z32', 21):13
('mjm', 'nqr', 20):('pnd', 'rgt', 21):19
('mjm', 'nqr', 20):('ttr', 'z10', 21):19
('mjm', 'nqr', 20):('fhh', 'nfj', 21):19
('mjm', 'nqr', 20):('jgc', 'z12', 21):19
('mjm', 'nqr', 20):('nfj', 'z03', 21):19
('mjm', 'nqr', 20):('vcs', 'z34', 21):13
('mjm', 'nqr', 20):('rgt', 'z03', 21):19
('mjm', 'nqr', 20):('mmr', 'vcs', 21):13
('mjm', 'nqr', 20):('drk', 'grd', 21):19
('mjm', 'nqr', 20):('jdr', 'jgc', 21):19
('mjm', 'nqr', 20):('tqq', 'z09', 21):19
('mjm', 'nqr', 20):('fbv', 'z10', 21):19
('mjm', 'nqr', 20):('ftc', 'nfj', 21):19
('mjm', 'nqr', 20):('ftc', 'ttr', 21):19
('mjm', 'nqr', 20):('qsg', 'rgt', 21):15
('mjm', 'nqr', 20):('fhh', 'rgt', 21):19
('mjm', 'nqr', 20):('dtj', 'ppf', 21):12
('mjm', 'nqr', 20):('rgt', 'rvc', 21):14
('mjm', 'nqr', 20):('dtd', 'vcs', 21):13
('mjm', 'nqr', 20):('jdr', 'nfj', 21):19
('mjm', 'nqr', 20):('fbv', 'jdr', 21):19
('mjm', 'nqr', 20):('nfj', 'rvc', 21):18
('mjm', 'nqr', 20):('nfj', 'qsg', 21):18
('mjm', 'nqr', 20):('nfj', 'z06', 21):19
('mjm', 'nqr', 20):('rgt', 'z06', 21):19
('mjm', 'nqr', 20):('jgc', 'z10', 21):19
('mjm', 'nqr', 20):('rkd', 'vcs', 21):14
('mjm', 'nqr', 20):('vcs', 'vqh', 21):15
('mjm', 'nqr', 20):('fbv', 'pnd', 21):19
('mjm', 'nqr', 20):('jgc', 'z14', 21):19
('mjm', 'nqr', 20):('jbp', 'z24', 21):12
('mjm', 'nqr', 20):('jdr', 'ttr', 21):19
('mjm', 'nqr', 20):('snh', 'vcs', 21):12
('mjm', 'nqr', 20):('ttr', 'z06', 21):19
('mjm', 'nqr', 20):('ftc', 'jgc', 21):19
('mjm', 'nqr', 20):('nfj', 'z12', 21):19
('mjm', 'nqr', 20):('rgt', 'z12', 21):19
('mjm', 'nqr', 20):('hjt', 'vcs', 21):12
('mjm', 'nqr', 20):('fbv', 'ftc', 21):19
('mjm', 'nqr', 20):('fbv', 'qsg', 21):15
('mjm', 'nqr', 20):('ttr', 'z12', 21):19
('mjm', 'nqr', 20):('ttr', 'z03', 21):19
('mjm', 'nqr', 20):('fbv', 'z06', 21):19
('mjm', 'nqr', 20):('pnd', 'ttr', 21):19
('mjm', 'nqr', 20):('qgm', 'vcs', 21):13
('mjm', 'nqr', 20):('vcs', 'z08', 21):13
('mjm', 'nqr', 20):('jdr', 'rgt', 21):19
('mjm', 'nqr', 20):('vcs', 'z30', 21):13
('mjm', 'nqr', 20):('fbv', 'z03', 21):19
('mjm', 'nqr', 20):('jgc', 'pnd', 21):19
('mjm', 'nqr', 20):('fbv', 'z12', 21):19
('mjm', 'nqr', 20):('vbc', 'vcs', 21):13
('mjm', 'nqr', 20):('nfj', 'smr', 21):19
('mjm', 'nqr', 20):('rgt', 'smr', 21):19
('mjm', 'nqr', 20):('hwh', 'tqq', 21):19
('mjm', 'nqr', 20):('rgt', 'z14', 21):19
('mjm', 'nqr', 20):('qsg', 'ttr', 21):15
('mjm', 'nqr', 20):('tjm', 'vcs', 21):12
('mjm', 'nqr', 20):('jbp', 'z23', 21):12
('mjm', 'nqr', 20):('vcs', 'z29', 21):13
('mjm', 'nqr', 20):('nfj', 'z14', 21):19
('mjm', 'nqr', 20):('ftc', 'rgt', 21):19
('mjm', 'nqr', 20):('drk', 'tdc', 21):19
('mjm', 'nqr', 20):('rgt', 'z10', 21):19
('mjm', 'nqr', 20):('pkj', 'tqq', 21):19
('mjm', 'nqr', 20):('jgc', 'qsg', 21):18
('mjm', 'nqr', 20):('drk', 'z09', 21):19
('mjm', 'nqr', 20):('rvc', 'ttr', 21):14
('mjm', 'nqr', 20):('nfj', 'z10', 21):19
('mjm', 'nqr', 20):('nfj', 'rsq', 21):19
('mjm', 'nqr', 20):('fbv', 'rvc', 21):14
('mjm', 'nqr', 20):('ttr', 'z14', 21):19
('mjm', 'nqr', 20):('rgt', 'rsq', 21):19
('mjm', 'nqr', 20):('ndd', 'vcs', 21):13
('mjm', 'nqr', 20):('jgc', 'z03', 21):19
('mjm', 'nqr', 20):('dtj', 'z18', 21):12
('mjm', 'nqr', 20):('fbv', 'z14', 21):19
('jhm', 'z03', 20):('jfp', 'nfj', 20):19
('jhm', 'z03', 20):('grd', 'rgt', 20):18
('jhm', 'z03', 20):('hwh', 'jgc', 20):18
('jhm', 'z03', 20):('ttr', 'z15', 20):18
('jhm', 'z03', 20):('gvw', 'qjb', 20):18
('jhm', 'z03', 20):('fbv', 'grd', 20):18
('jhm', 'z03', 20):('nfj', 'vgr', 20):19
('jhm', 'z03', 20):('bqv', 'nfj', 20):19
('jhm', 'z03', 20):('hwh', 'nfj', 20):18
('jhm', 'z03', 20):('rgt', 'tdc', 20):18
('jhm', 'z03', 20):('nfj', 'nqr', 20):19
('jhm', 'z03', 20):('jfp', 'jgc', 20):19
('jhm', 'z03', 20):('fbv', 'z15', 20):18
('jhm', 'z03', 20):('bqv', 'jgc', 20):19
('jhm', 'z03', 20):('rgt', 'z09', 20):18
('jhm', 'z03', 20):('grd', 'ttr', 20):18
('jhm', 'z03', 20):('jgc', 'vgr', 20):19
('jhm', 'z03', 20):('nfj', 'z09', 20):18
('jhm', 'z03', 20):('tqq', 'z15', 21):19
('jhm', 'z03', 20):('rgt', 'tpv', 21):19
('jhm', 'z03', 20):('nfj', 'tpv', 21):19
('jhm', 'z03', 20):('nfj', 'pnd', 21):19
('jhm', 'z03', 20):('tqq', 'z16', 21):19
('jhm', 'z03', 20):('drk', 'z15', 21):19
('jhm', 'z03', 20):('vcs', 'z31', 21):13
('jhm', 'z03', 20):('jgc', 'rvc', 21):18
('jhm', 'z03', 20):('jgc', 'z06', 21):19
('jhm', 'z03', 20):('vcs', 'z32', 21):13
('jhm', 'z03', 20):('pnd', 'rgt', 21):19
('jhm', 'z03', 20):('ttr', 'z10', 21):19
('jhm', 'z03', 20):('fhh', 'nfj', 21):19
('jhm', 'z03', 20):('jgc', 'z12', 21):19
('jhm', 'z03', 20):('vcs', 'z22', 21):12
('jhm', 'z03', 20):('vcs', 'z34', 21):13
('jhm', 'z03', 20):('mmr', 'vcs', 21):13
('jhm', 'z03', 20):('drk', 'grd', 21):19
('jhm', 'z03', 20):('jdr', 'jgc', 21):19
('jhm', 'z03', 20):('tqq', 'z09', 21):19
('jhm', 'z03', 20):('fbv', 'z10', 21):19
('jhm', 'z03', 20):('ftc', 'nfj', 21):19
('jhm', 'z03', 20):('ftc', 'ttr', 21):19
('jhm', 'z03', 20):('qsg', 'rgt', 21):15
('jhm', 'z03', 20):('fhh', 'rgt', 21):19
('jhm', 'z03', 20):('dtj', 'ppf', 21):12
('jhm', 'z03', 20):('rgt', 'rvc', 21):14
('jhm', 'z03', 20):('dtd', 'vcs', 21):13
('jhm', 'z03', 20):('jdr', 'nfj', 21):19
('jhm', 'z03', 20):('fbv', 'jdr', 21):19
('jhm', 'z03', 20):('nfj', 'rvc', 21):18
('jhm', 'z03', 20):('nfj', 'qsg', 21):18
('jhm', 'z03', 20):('nfj', 'z06', 21):19
('jhm', 'z03', 20):('rgt', 'z06', 21):19
('jhm', 'z03', 20):('jgc', 'z10', 21):19
('jhm', 'z03', 20):('rkd', 'vcs', 21):14
('jhm', 'z03', 20):('vcs', 'vqh', 21):15
('jhm', 'z03', 20):('fbv', 'pnd', 21):19
('jhm', 'z03', 20):('jgc', 'z14', 21):19
('jhm', 'z03', 20):('jdr', 'ttr', 21):19
('jhm', 'z03', 20):('snh', 'vcs', 21):12
('jhm', 'z03', 20):('ttr', 'z06', 21):19
('jhm', 'z03', 20):('ftc', 'jgc', 21):19
('jhm', 'z03', 20):('nfj', 'z12', 21):19
('jhm', 'z03', 20):('rgt', 'z12', 21):19
('jhm', 'z03', 20):('fbv', 'ftc', 21):19
('jhm', 'z03', 20):('fbv', 'qsg', 21):15
('jhm', 'z03', 20):('ttr', 'z12', 21):19
('jhm', 'z03', 20):('fbv', 'z06', 21):19
('jhm', 'z03', 20):('pnd', 'ttr', 21):19
('jhm', 'z03', 20):('qgm', 'vcs', 21):13
('jhm', 'z03', 20):('jdr', 'rgt', 21):19
('jhm', 'z03', 20):('vcs', 'z30', 21):13
('jhm', 'z03', 20):('jgc', 'pnd', 21):19
('jhm', 'z03', 20):('fbv', 'z12', 21):19
('jhm', 'z03', 20):('vbc', 'vcs', 21):13
('jhm', 'z03', 20):('nfj', 'smr', 21):19
('jhm', 'z03', 20):('rgt', 'smr', 21):19
('jhm', 'z03', 20):('hwh', 'tqq', 21):19
('jhm', 'z03', 20):('rgt', 'z14', 21):19
('jhm', 'z03', 20):('qsg', 'ttr', 21):15
('jhm', 'z03', 20):('vcs', 'z29', 21):13
('jhm', 'z03', 20):('nfj', 'z14', 21):19
('jhm', 'z03', 20):('ftc', 'rgt', 21):19
('jhm', 'z03', 20):('drk', 'tdc', 21):19
('jhm', 'z03', 20):('rgt', 'z10', 21):19
('jhm', 'z03', 20):('pkj', 'tqq', 21):19
('jhm', 'z03', 20):('jgc', 'qsg', 21):18
('jhm', 'z03', 20):('drk', 'z09', 21):19
('jhm', 'z03', 20):('rvc', 'ttr', 21):14
('jhm', 'z03', 20):('nfj', 'z10', 21):19
('jhm', 'z03', 20):('nfj', 'rsq', 21):19
('jhm', 'z03', 20):('fbv', 'rvc', 21):14
('jhm', 'z03', 20):('ttr', 'z14', 21):19
('jhm', 'z03', 20):('rgt', 'rsq', 21):19
('jhm', 'z03', 20):('ndd', 'vcs', 21):13
('jhm', 'z03', 20):('dtj', 'z18', 21):12
('jhm', 'z03', 20):('fbv', 'z14', 21):19
('jtn', 'nfj', 20):('grd', 'rgt', 20):18
('jtn', 'nfj', 20):('hwh', 'jgc', 20):18
('jtn', 'nfj', 20):('ttr', 'z15', 20):18
('jtn', 'nfj', 20):('gvw', 'qjb', 20):18
('jtn', 'nfj', 20):('fbv', 'grd', 20):18
('jtn', 'nfj', 20):('rgt', 'tdc', 20):18
('jtn', 'nfj', 20):('jfp', 'jgc', 20):19
('jtn', 'nfj', 20):('fbv', 'z15', 20):18
('jtn', 'nfj', 20):('bqv', 'jgc', 20):19
('jtn', 'nfj', 20):('rgt', 'z09', 20):18
('jtn', 'nfj', 20):('grd', 'ttr', 20):18
('jtn', 'nfj', 20):('jgc', 'vgr', 20):19
('jtn', 'nfj', 20):('tqq', 'z15', 21):19
('jtn', 'nfj', 20):('rgt', 'tpv', 21):19
('jtn', 'nfj', 20):('tqq', 'z16', 21):19
('jtn', 'nfj', 20):('drk', 'z15', 21):19
('jtn', 'nfj', 20):('vcs', 'z31', 21):13
('jtn', 'nfj', 20):('jgc', 'rvc', 21):18
('jtn', 'nfj', 20):('jgc', 'z06', 21):19
('jtn', 'nfj', 20):('vcs', 'z32', 21):13
('jtn', 'nfj', 20):('pnd', 'rgt', 21):18
('jtn', 'nfj', 20):('ttr', 'z10', 21):19
('jtn', 'nfj', 20):('jgc', 'z12', 21):19
('jtn', 'nfj', 20):('vcs', 'z22', 21):12
('jtn', 'nfj', 20):('vcs', 'z34', 21):13
('jtn', 'nfj', 20):('rgt', 'z03', 21):19
('jtn', 'nfj', 20):('mmr', 'vcs', 21):13
('jtn', 'nfj', 20):('drk', 'grd', 21):19
('jtn', 'nfj', 20):('jdr', 'jgc', 21):19
('jtn', 'nfj', 20):('tqq', 'z09', 21):19
('jtn', 'nfj', 20):('fbv', 'z10', 21):19
('jtn', 'nfj', 20):('ftc', 'ttr', 21):19
('jtn', 'nfj', 20):('qsg', 'rgt', 21):15
('jtn', 'nfj', 20):('fhh', 'rgt', 21):19
('jtn', 'nfj', 20):('dtj', 'ppf', 21):12
('jtn', 'nfj', 20):('rgt', 'rvc', 21):14
('jtn', 'nfj', 20):('dtd', 'vcs', 21):13
('jtn', 'nfj', 20):('fbv', 'jdr', 21):19
('jtn', 'nfj', 20):('rgt', 'z06', 21):19
('jtn', 'nfj', 20):('jgc', 'z10', 21):19
('jtn', 'nfj', 20):('rkd', 'vcs', 21):14
('jtn', 'nfj', 20):('vcs', 'vqh', 21):15
('jtn', 'nfj', 20):('fbv', 'pnd', 21):18
('jtn', 'nfj', 20):('jgc', 'z14', 21):19
('jtn', 'nfj', 20):('jdr', 'ttr', 21):19
('jtn', 'nfj', 20):('snh', 'vcs', 21):12
('jtn', 'nfj', 20):('ttr', 'z06', 21):19
('jtn', 'nfj', 20):('ftc', 'jgc', 21):19
('jtn', 'nfj', 20):('rgt', 'z12', 21):19
('jtn', 'nfj', 20):('fbv', 'ftc', 21):19
('jtn', 'nfj', 20):('fbv', 'qsg', 21):15
('jtn', 'nfj', 20):('ttr', 'z12', 21):19
('jtn', 'nfj', 20):('ttr', 'z03', 21):19
('jtn', 'nfj', 20):('fbv', 'z06', 21):19
('jtn', 'nfj', 20):('pnd', 'ttr', 21):18
('jtn', 'nfj', 20):('qgm', 'vcs', 21):13
('jtn', 'nfj', 20):('jdr', 'rgt', 21):19
('jtn', 'nfj', 20):('vcs', 'z30', 21):13
('jtn', 'nfj', 20):('fbv', 'z03', 21):19
('jtn', 'nfj', 20):('jgc', 'pnd', 21):18
('jtn', 'nfj', 20):('fbv', 'z12', 21):19
('jtn', 'nfj', 20):('vbc', 'vcs', 21):13
('jtn', 'nfj', 20):('rgt', 'smr', 21):19
('jtn', 'nfj', 20):('hwh', 'tqq', 21):19
('jtn', 'nfj', 20):('rgt', 'z14', 21):19
('jtn', 'nfj', 20):('qsg', 'ttr', 21):15
('jtn', 'nfj', 20):('vcs', 'z29', 21):13
('jtn', 'nfj', 20):('ftc', 'rgt', 21):19
('jtn', 'nfj', 20):('drk', 'tdc', 21):19
('jtn', 'nfj', 20):('rgt', 'z10', 21):19
('jtn', 'nfj', 20):('pkj', 'tqq', 21):19
('jtn', 'nfj', 20):('jgc', 'qsg', 21):18
('jtn', 'nfj', 20):('drk', 'z09', 21):19
('jtn', 'nfj', 20):('rvc', 'ttr', 21):14
('jtn', 'nfj', 20):('fbv', 'rvc', 21):14
('jtn', 'nfj', 20):('ttr', 'z14', 21):19
('jtn', 'nfj', 20):('rgt', 'rsq', 21):19
('jtn', 'nfj', 20):('ndd', 'vcs', 21):13
('jtn', 'nfj', 20):('jgc', 'z03', 21):19
('jtn', 'nfj', 20):('dtj', 'z18', 21):12
('jtn', 'nfj', 20):('fbv', 'z14', 21):19
('mnv', 'snh', 20):('jfp', 'nfj', 20):19
('mnv', 'snh', 20):('ttr', 'z15', 20):18
('mnv', 'snh', 20):('gvw', 'qjb', 20):18
('mnv', 'snh', 20):('fbv', 'grd', 20):18
('mnv', 'snh', 20):('fbv', 'hwh', 20):18
('mnv', 'snh', 20):('nfj', 'vgr', 20):19
('mnv', 'snh', 20):('bqv', 'nfj', 20):19
('mnv', 'snh', 20):('hwh', 'nfj', 20):18
('mnv', 'snh', 20):('nfj', 'nqr', 20):19
('mnv', 'snh', 20):('fbv', 'z15', 20):18
('mnv', 'snh', 20):('bqv', 'ttr', 20):19
('mnv', 'snh', 20):('hwh', 'ttr', 20):18
('mnv', 'snh', 20):('grd', 'ttr', 20):18
('mnv', 'snh', 20):('nfj', 'z09', 20):18
('mnv', 'snh', 20):('bqv', 'fbv', 20):19
('mnv', 'snh', 20):('tqq', 'z15', 21):19
('mnv', 'snh', 20):('rgt', 'tpv', 21):18
('mnv', 'snh', 20):('nfj', 'tpv', 21):18
('mnv', 'snh', 20):('nfj', 'pnd', 21):19
('mnv', 'snh', 20):('tqq', 'z16', 21):19
('mnv', 'snh', 20):('drk', 'z15', 21):18
('mnv', 'snh', 20):('vcs', 'z31', 21):13
('mnv', 'snh', 20):('jgc', 'rvc', 21):19
('mnv', 'snh', 20):('vcs', 'z32', 21):13
('mnv', 'snh', 20):('ttr', 'z10', 21):19
('mnv', 'snh', 20):('fhh', 'nfj', 21):19
('mnv', 'snh', 20):('nfj', 'z03', 21):19
('mnv', 'snh', 20):('vcs', 'z34', 21):13
('mnv', 'snh', 20):('mmr', 'vcs', 21):13
('mnv', 'snh', 20):('drk', 'grd', 21):18
('mnv', 'snh', 20):('tqq', 'z09', 21):19
('mnv', 'snh', 20):('fbv', 'z10', 21):19
('mnv', 'snh', 20):('ftc', 'nfj', 21):19
('mnv', 'snh', 20):('ftc', 'ttr', 21):19
('mnv', 'snh', 20):('dtj', 'ppf', 21):12
('mnv', 'snh', 20):('rgt', 'rvc', 21):19
('mnv', 'snh', 20):('dtd', 'vcs', 21):13
('mnv', 'snh', 20):('jdr', 'nfj', 21):19
('mnv', 'snh', 20):('fbv', 'jdr', 21):19
('mnv', 'snh', 20):('nfj', 'rvc', 21):18
('mnv', 'snh', 20):('nfj', 'qsg', 21):18
('mnv', 'snh', 20):('nfj', 'z06', 21):19
('mnv', 'snh', 20):('rfj', 'z15', 21):18
('mnv', 'snh', 20):('rkd', 'vcs', 21):14
('mnv', 'snh', 20):('vcs', 'vqh', 21):15
('mnv', 'snh', 20):('fbv', 'pnd', 21):19
('mnv', 'snh', 20):('jgc', 'z14', 21):18
('mnv', 'snh', 20):('jdr', 'ttr', 21):19
('mnv', 'snh', 20):('ttr', 'z06', 21):19
('mnv', 'snh', 20):('nfj', 'z12', 21):19
('mnv', 'snh', 20):('fbv', 'ftc', 21):19
('mnv', 'snh', 20):('fbv', 'qsg', 21):18
('mnv', 'snh', 20):('ttr', 'z12', 21):19
('mnv', 'snh', 20):('ttr', 'z03', 21):19
('mnv', 'snh', 20):('fbv', 'z06', 21):19
('mnv', 'snh', 20):('pnd', 'ttr', 21):19
('mnv', 'snh', 20):('qgm', 'vcs', 21):13
('mnv', 'snh', 20):('rfj', 'sck', 21):18
('mnv', 'snh', 20):('vcs', 'z30', 21):13
('mnv', 'snh', 20):('fbv', 'z03', 21):19
('mnv', 'snh', 20):('fbv', 'z12', 21):19
('mnv', 'snh', 20):('vbc', 'vcs', 21):13
('mnv', 'snh', 20):('nfj', 'smr', 21):19
('mnv', 'snh', 20):('hwh', 'tqq', 21):19
('mnv', 'snh', 20):('rgt', 'z14', 21):18
('mnv', 'snh', 20):('qsg', 'ttr', 21):18
('mnv', 'snh', 20):('vcs', 'z29', 21):13
('mnv', 'snh', 20):('nfj', 'z14', 21):18
('mnv', 'snh', 20):('drk', 'tdc', 21):18
('mnv', 'snh', 20):('pkj', 'tqq', 21):19
('mnv', 'snh', 20):('drk', 'z09', 21):18
('mnv', 'snh', 20):('rfj', 'z09', 21):18
('mnv', 'snh', 20):('rvc', 'ttr', 21):18
('mnv', 'snh', 20):('nfj', 'z10', 21):19
('mnv', 'snh', 20):('nfj', 'rsq', 21):18
('mnv', 'snh', 20):('fbv', 'rvc', 21):18
('mnv', 'snh', 20):('ttr', 'z14', 21):18
('mnv', 'snh', 20):('rgt', 'rsq', 21):18
('mnv', 'snh', 20):('ndd', 'vcs', 21):13
('mnv', 'snh', 20):('dtj', 'z18', 21):12
('mnv', 'snh', 20):('fbv', 'z14', 21):18
('jtn', 'z18', 20):('grd', 'rgt', 20):19
